id,INCIDENT,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT,PRECINCT,OFFENSE_CODE,OFFENSE_TYPE,OFFENSE_CATEGORY,MJ_RELATION_TYPE,NEIGHBORHOOD
716,2013288537,25-Jun-13,25-Jun-13,25-Jun-13,3814 WALNUT ST,3148591,1705976,2,211,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",cole
717,2016761932,29-Nov-16,29-Nov-16,29-Nov-16,1100 S KALAMATH ST,3140699,1678946,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
718,2013500529,17-Oct-13,,17-Oct-13,4042 E BATAVIA PL,3157590,1695760,2,222,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",south-park-hill
719,2013546161,12-Nov-13,,12-Nov-13,E COLFAX AVE / N BROADWAY ST,3144156,1694853,6,621,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",civic-center
720,2013604121,9-Dec-13,,16-Dec-13,419 W 13TH AVE,3142462,1693725,6,611,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",civic-center
721,2013281893,21-Jun-13,21-Jun-13,21-Jun-13,8525 E HAMPDEN AVE,3172035,1663662,3,323,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",hampden
722,2014187952,3-Mar-14,,14-Apr-14,4 S SANTA FE DR,3141171,1686159,3,311,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",baker
723,2014144390,20-Mar-14,,21-Mar-14,5194 N WASHINGTON ST,3146706,1713375,1,112,2399,THEFT - OTHER,Larceny,"INDUSTRY",globeville
724,201350669,31-Jan-13,,31-Jan-13,4751 E 46TH AVE,3159478,1709751,2,221,2399,THEFT - OTHER,Larceny,"INDUSTRY",northeast-park-hill
725,2013578243,1-Dec-13,1-Dec-13,1-Dec-13,4571 N IVY ST,3162941,1709422,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
726,2013556392,17-Nov-13,18-Nov-13,18-Nov-13,4960 N JACKSON ST,3156636,1711977,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
727,2013604599,16-Dec-13,16-Dec-13,16-Dec-13,E COLFAX AVE / N BROADWAY ST,3144156,1694853,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",civic-center
728,2013242701,23-May-13,,30-May-13,1920 S CHEROKEE ST,3143325,1673588,3,313,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"INDUSTRY",overland
729,2013363424,3-Aug-13,3-Aug-13,3-Aug-13,1470 N GRANT ST,3145329,1694756,6,623,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",capitol-hill
730,201314741,9-Jan-13,10-Jan-13,10-Jan-13,2324 E MLK BLVD,3152069,1702842,2,213,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",skyland
731,201314741,9-Jan-13,10-Jan-13,10-Jan-13,2324 E MLK BLVD,3152069,1702842,2,213,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"NON-INDUSTRY",skyland
732,2013518678,26-Oct-13,27-Oct-13,27-Oct-13,4435 N LOWELL BLVD,3130711,1708384,1,111,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",berkeley
733,2014103781,28-Feb-14,28-Feb-14,28-Feb-14,755 S FEDERAL BLVD,3133515,1681258,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",westwood
734,2014168909,29-Mar-14,4-Apr-14,4-Apr-14,3850 E 48TH AVE,3156837,1710804,2,212,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"NON-INDUSTRY",elyria-swansea
735,201356859,26-Jan-13,26-Jan-13,4-Feb-13,5195 E 39TH AVE,3160986,1706496,2,221,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",northeast-park-hill
736,2013573936,27-Nov-13,28-Nov-13,28-Nov-13,887 S BROADWAY ST,3143994,1680453,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",baker
737,2013358262,1-Aug-13,,1-Aug-13,4095 N JACKSON ST,3156492,1707155,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
738,2014503819,22-Sep-14,23-Sep-14,23-Sep-14,2650 W 6TH AVE,3135071,1689198,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
739,2013617118,24-Dec-13,24-Dec-13,24-Dec-13,3955 N ONEIDA ST,3166432,1706593,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
740,2013530178,3-Nov-13,,3-Nov-13,1736 N DOWNING ST,3148182,1696333,6,622,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",city-park-west
741,2013339525,21-Jul-13,21-Jul-13,21-Jul-13,753 N OSCEOLA ST,3129751,1690828,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
742,2014514047,28-Sep-14,,28-Sep-14,3397 W VIRGINIA AVE,3131950,1683082,4,412,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",westwood
743,2014190755,16-Apr-14,16-Apr-14,16-Apr-14,1450 S SANTA FE DR,3143006,1676751,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
744,2014501772,21-Sep-14,22-Sep-14,22-Sep-14,900 N VALLEJO ST,3137052,1691598,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
745,2014548257,14-Oct-14,15-Oct-14,15-Oct-14,2015 S FILLMORE ST,3153660,1672996,3,314,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",university-park
746,2014575722,28-Oct-14,29-Oct-14,29-Oct-14,14342 E OLMSTED DR,3191165,1714329,5,521,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",montbello
747,2014319436,22-Jun-14,22-Jun-14,22-Jun-14,2918 N WYANDOT ST,3136610,1701661,1,113,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",highland
748,20146009361,23-Jul-14,23-Jul-14,2-Oct-14,285 S PEARL ST,3146099,1684422,3,311,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",speer
749,2014292287,8-Jun-14,,8-Jun-14,2000 W 32ND AVE,3137394,1702777,1,113,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",highland
750,201378380,17-Feb-13,17-Feb-13,17-Feb-13,5670 E EVANS AVE,3162914,1672392,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
751,2014454249,28-Aug-14,,28-Aug-14,5194 N WASHINGTON ST,3146706,1713375,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",globeville
752,2014354137,8-Jul-14,,9-Jul-14,2200 BLOCK LAWRENCE ST,3143775,1700133,6,611,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",five-points
753,201361302,7-Feb-13,,7-Feb-13,2121 E 16TH AVE,3151424,1695536,6,622,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",city-park-west
754,2014565168,24-Oct-14,,24-Oct-14,1255 S HURON ST,3141538,1678026,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
755,2014537614,10-Oct-14,10-Oct-14,10-Oct-14,585 S JASON ST,3140880,1682448,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
756,2012596947,29-Jun-12,1-Jul-12,27-Dec-12,4 S SANTA FE DR,3141171,1686159,3,311,2399,THEFT - OTHER,Larceny,"INDUSTRY",baker
757,2012323885,19-Jul-12,,19-Jul-12,1178 S KALAMATH ST,3140643,1678536,4,422,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",ruby-hill
758,2014389800,27-Jul-14,27-Jul-14,27-Jul-14,1031 W CENTER AVE,3140685,1682437,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
759,2012454959,30-Sep-12,30-Sep-12,30-Sep-12,3955 N ONEIDA ST,3166432,1706593,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
760,2013225593,20-May-13,,20-May-13,6853 LEETSDALE DR,3166373,1680902,3,322,4803,POLICE - FALSE INFORMATION,All Other Crimes,"INDUSTRY",washington-virginia-vale
761,201374235,14-Feb-13,14-Feb-13,14-Feb-13,600 S DAYTON ST,3175851,1682745,3,321,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",windsor
762,2013336765,18-Jul-13,19-Jul-13,20-Jul-13,835 E 50TH AVE,3147226,1712486,1,112,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",globeville
763,2013250703,3-Jun-13,3-Jun-13,4-Jun-13,1300 BLOCK N COLORADO BLVD,3157326,1693996,2,222,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hale
764,2012378437,18-Aug-12,18-Aug-12,19-Aug-12,5403 N BILLINGS ST,3189349,1714135,5,521,5707,CRIMINAL TRESPASSING,All Other Crimes,"NON-INDUSTRY",montbello
765,2013345024,22-Jul-13,22-Jul-13,24-Jul-13,4685 N LEAF CT,3144111,1709946,1,112,2201,BURGLARY - SAFE,Burglary,"NON-INDUSTRY",globeville
766,2016215438,7-Apr-16,,7-Apr-16,970 S ONEIDA ST,3166714,1679991,3,322,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",washington-virginia-vale
767,2013313926,7-Jul-13,7-Jul-13,8-Jul-13,424 N LIPAN ST,3140367,1688657,3,311,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",baker
768,201550789,26-Jan-15,,27-Jan-15,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
769,2014229620,6-May-14,6-May-14,6-May-14,4125 N ELATI ST,3142294,1706924,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
770,2013272575,1-Mar-13,12-Mar-13,16-Jun-13,680 N LIPAN ST,3140220,1690103,1,123,2399,THEFT - OTHER,Larceny,"INDUSTRY",lincoln-park
771,2014532831,7-Oct-14,,7-Oct-14,852 N BROADWAY ST,3144226,1691218,6,623,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",capitol-hill
772,2014277269,31-May-14,31-May-14,31-May-14,1211 S QUEBEC WAY,3168208,1678222,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",washington-virginia-vale
773,2014530626,6-Oct-14,,6-Oct-14,2042 ARAPAHOE ST,3143416,1699248,6,611,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"INDUSTRY",five-points
774,2012335552,26-Jul-12,26-Jul-12,26-Jul-12,1031 W CENTER AVE,3140685,1682437,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
775,2016212603,6-Apr-16,,6-Apr-16,2028 E COLFAX AVE,3151143,1694813,6,622,2506,FORGERY - POSS OF FORGED INST,All Other Crimes,"INDUSTRY",cheesman-park
776,2012304606,6-Jul-12,9-Jul-12,9-Jul-12,2266 S BROADWAY ST,3144295,1671303,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
777,2016344743,2-Jun-16,,2-Jun-16,3955 N ONEIDA ST,3166432,1706593,2,221,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",northeast-park-hill
778,2012104432,13-Mar-12,14-Mar-12,14-Mar-12,1490 W MAPLE AVE,3138288,1685213,4,411,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",valverde
779,2016200139,31-Mar-16,,31-Mar-16,1350 N XENIA ST,3172805,1694331,2,223,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",east-colfax
780,2012274461,22-Jun-12,23-Jun-12,23-Jun-12,5885 E EVANS AVE,3163373,1672717,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
781,2014519561,1-Oct-14,1-Oct-14,1-Oct-14,1015 W EVANS AVE,3140803,1672548,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
782,2015515030,5-Sep-15,5-Sep-15,6-Sep-15,5109 W ALAMEDA AVE,3125923,1684436,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",barnum-west
783,2014453649,28-Aug-14,28-Aug-14,28-Aug-14,2811 WELTON ST,3147120,1700736,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",five-points
784,2016312860,19-May-16,19-May-16,19-May-16,1810 S BROADWAY ST,3144328,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
785,2014453005,27-Aug-14,28-Aug-14,28-Aug-14,1560 N HOOKER ST,3132692,1695430,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",west-colfax
786,2012179831,1-May-12,1-May-12,1-May-12,3525 S TAMARAC DR,3169186,1663048,3,324,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden-south
787,201316884,5-Jan-13,5-Jan-13,11-Jan-13,852 N BROADWAY ST,3144226,1691218,6,623,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",capitol-hill
788,2016539463,24-Aug-16,24-Aug-16,24-Aug-16,990 W 6TH AVE,3140766,1689518,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
789,2015461024,13-Aug-15,13-Aug-15,13-Aug-15,1205 W EVANS AVE,3140054,1672604,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
790,2014293938,7-Jun-14,9-Jun-14,9-Jun-14,4990 N OAKLAND ST,3182604,1712587,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello
791,2014456212,29-Aug-14,,29-Aug-14,2020 S BROADWAY ST,3144349,1672869,3,313,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",platt-park
792,2016141178,4-Mar-16,5-Mar-16,5-Mar-16,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
793,2015255912,10-May-15,10-May-15,10-May-15,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
794,2015203620,13-Apr-15,13-Apr-15,14-Apr-15,3937 N MARIPOSA ST,3139604,1706193,1,112,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sunnyside
795,2015420426,25-Jul-15,,25-Jul-15,4620 N PEORIA ST,3183815,1709739,5,521,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",montbello
796,201635368,17-Jan-16,,17-Jan-16,2426 S FEDERAL BLVD,3133762,1670216,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
797,2012458367,2-Oct-12,2-Oct-12,2-Oct-12,4238 N YORK ST,3151970,1707893,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
798,2012510833,2-Nov-12,2-Nov-12,2-Nov-12,543 N BRYANT ST,3135294,1689181,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
799,2015528590,11-Sep-15,12-Sep-15,12-Sep-15,3642 N HIGH ST,3150571,1704982,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole
800,2016343628,2-Jun-16,2-Jun-16,2-Jun-16,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
801,201499775,25-Feb-14,25-Feb-14,26-Feb-14,1705 N FEDERAL BLVD,3133375,1696309,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
802,2016749275,23-Nov-16,23-Nov-16,23-Nov-16,4400 E EVANS AVE,3158749,1672408,3,314,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
803,2015700864,1-Dec-15,2-Dec-15,2-Dec-15,3814 WALNUT ST,3148591,1705976,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
804,2014561787,22-Oct-14,,22-Oct-14,3400 S LOWELL BLVD,3131583,1664614,4,423,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",harvey-park-south
805,20168307,4-Jan-16,4-Jan-16,5-Jan-16,777 N CANOSA CT,3134946,1690779,1,122,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",sun-valley
806,2016736487,17-Nov-16,17-Nov-16,17-Nov-16,2675 S SANTA FE DR,3141308,1668710,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
807,2013312583,7-Jul-13,7-Jul-13,7-Jul-13,6302 E COLFAX AVE,3164607,1694932,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montclair
808,2012463935,5-Oct-12,5-Oct-12,5-Oct-12,570 N MADISON ST,3155835,1689595,3,311,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",cherry-creek
809,2013118244,13-Mar-13,14-Mar-13,14-Mar-13,3301 N BRIGHTON BLVD,3145751,1705259,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
810,2015616118,21-Oct-15,21-Oct-15,21-Oct-15,1224 S MARIPOSA ST,3140038,1678163,4,422,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",ruby-hill
811,2014668540,18-Dec-14,18-Dec-14,18-Dec-14,3954 N WILLIAMS ST,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
812,2013168996,16-Apr-13,16-Apr-13,16-Apr-13,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
813,2014379380,21-Jul-14,21-Jul-14,21-Jul-14,4400 N GARFIELD ST,3156318,1708679,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
814,2015355312,24-Jun-15,25-Jun-15,25-Jun-15,3170 W 14TH AVE,3132531,1694213,1,122,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",west-colfax
815,2014364500,14-Jul-14,14-Jul-14,14-Jul-14,610 S DECATUR ST,3134386,1682158,4,412,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",athmar-park
816,2012541015,21-Nov-12,21-Nov-12,21-Nov-12,82 S FEDERAL BLVD,3133690,1685664,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
817,2012147912,11-Apr-12,11-Apr-12,11-Apr-12,852 N BROADWAY ST,3144226,1691218,6,623,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",capitol-hill
818,2013159064,9-Apr-13,9-Apr-13,9-Apr-13,400 S LIPAN ST,3140355,1683657,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
819,2012265143,18-Jun-12,18-Jun-12,18-Jun-12,2955 W BAYAUD AVE,3133746,1685649,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
820,2012177207,29-Apr-12,29-Apr-12,29-Apr-12,1211 S QUEBEC WAY,3168208,1678222,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",washington-virginia-vale
821,2014454249,28-Aug-14,,28-Aug-14,5194 N WASHINGTON ST,3146706,1713375,1,112,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",globeville
822,2013282746,21-Jun-13,,22-Jun-13,110 N YUMA ST,3136505,1687000,4,411,7199,PROPERTY CRIMES OTHER,All Other Crimes,"INDUSTRY",valverde
823,201383379,20-Feb-13,20-Feb-13,20-Feb-13,1568 S FEDERAL BLVD,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
824,2013556314,17-Nov-13,18-Nov-13,18-Nov-13,4980 N JACKSON ST,3156644,1712023,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
825,2014259196,21-May-14,22-May-14,22-May-14,1445 S PEARL ST,3146125,1676779,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",platt-park
826,2012484724,18-Oct-12,18-Oct-12,18-Oct-12,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley
827,201577760,9-Feb-15,9-Feb-15,9-Feb-15,970 S ONEIDA ST,3166714,1679991,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
828,2016590245,14-Sep-16,14-Sep-16,14-Sep-16,E 1ST AVE / N BROADWAY ST,3144170,1686948,3,311,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",baker
829,201490337,20-Feb-14,,20-Feb-14,4884 N CHAMBERS RD,3194352,1711903,5,522,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",gateway-green-valley-ranch
830,2012134136,2-Apr-12,2-Apr-12,2-Apr-12,2215 E MISSISSIPPI AVE,3151573,1679093,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park
831,20156009034,21-Sep-15,21-Sep-15,21-Sep-15,2361 S WOLFF ST,3127159,1671175,4,421,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",harvey-park
832,2016435651,9-Jul-16,10-Jul-16,10-Jul-16,1255 W VIRGINIA AVE,3139724,1683088,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
833,2012384320,22-Aug-12,22-Aug-12,22-Aug-12,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
834,2012293739,4-Jul-12,4-Jul-12,4-Jul-12,2640 E 43RD AVE,3153008,1708076,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
835,2013603282,15-Dec-13,15-Dec-13,16-Dec-13,2251 S BROADWAY ST,3144110,1671448,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
836,2016453323,18-Jul-16,18-Jul-16,18-Jul-16,219 N VALLEJO ST,3136853,1687732,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
837,201481497,16-Feb-14,16-Feb-14,16-Feb-14,2243 N FEDERAL BLVD,3133363,1698718,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sloan-lake
838,2013504503,19-Oct-13,19-Oct-13,19-Oct-13,0 BLOCK S SANTA FE DR,3141085,1685961,3,311,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",baker
839,2015239429,2-May-15,,2-May-15,1115 S BANNOCK ST,3143433,1678882,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
840,2013256526,7-Jun-13,7-Jun-13,7-Jun-13,4890 N CHASE ST,3124669,1711302,1,111,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",regis
841,201224250,18-Jan-12,18-Jan-12,18-Jan-12,1300 BLOCK N SANTA FE DR,3141001,1693883,1,123,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",lincoln-park
842,2015471228,17-Aug-15,17-Aug-15,17-Aug-15,E 16TH AVE / N PEARL ST,3146260,1695452,6,621,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",north-capitol-hill
843,2016575378,8-Sep-16,8-Sep-16,8-Sep-16,505 N BRYANT ST,3135352,1688992,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
844,2013446882,16-Sep-13,17-Sep-13,17-Sep-13,6857 LEETSDALE DR,3166387,1680831,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
845,2016470113,24-Jul-16,24-Jul-16,25-Jul-16,3996 E EVANS AVE,3157232,1672185,3,314,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",university-park
846,2015467857,16-Aug-15,16-Aug-15,16-Aug-15,1798 W MISSISSIPPI AVE,3138325,1678939,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
847,2015413907,22-Jul-15,22-Jul-15,22-Jul-15,4990 N HOOKER ST,3132533,1711997,1,111,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",regis
848,201255351,10-Feb-12,10-Feb-12,10-Feb-12,1375 E 17TH AVE,3149075,1696133,6,622,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",city-park-west
849,2012546360,24-Nov-12,24-Nov-12,24-Nov-12,2070 S HURON ST,3141623,1672592,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
850,2015262483,13-May-15,,13-May-15,2609 WALNUT ST,3144463,1701934,2,211,2508,FORGERY - POSSES FORGE DEVICE,All Other Crimes,"INDUSTRY",five-points
851,201488110,19-Feb-14,,20-Feb-14,2150 S DOWNING ST,3148468,1672100,3,313,3560,DRUG - MARIJUANA SELL,Drug Offenses,"NON-INDUSTRY",university
852,201535037,19-Jan-15,19-Jan-15,19-Jan-15,3121 E COLFAX AVE,3154503,1695054,2,213,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",city-park
853,201427889,17-Jan-14,17-Jan-14,17-Jan-14,1705 N FEDERAL BLVD,3133375,1696309,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
854,2014476257,9-Sep-14,9-Sep-14,9-Sep-14,1445 S PEARL ST,3146125,1676779,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
855,2015263922,14-May-15,14-May-15,14-May-15,1355 N SANTA FE DR,3140862,1693949,1,123,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",lincoln-park
856,2014660829,13-Dec-14,13-Dec-14,13-Dec-14,1200 BLOCK N KNOX CT,3131601,1692888,1,122,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",villa-park
857,2015286716,25-May-15,25-May-15,25-May-15,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
858,2015293058,27-May-15,28-May-15,28-May-15,5194 N WASHINGTON ST,3146706,1713375,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
